zh_question,top_1,top_1_sim,top_2,top_2_sim,top_3,top_3_sim,top_4,top_4_sim,top_5,top_5_sim,gpt_pick,gpt_sim
21934986,niq8x2,0.6553,ulifmr,0.5923,bn9uqh,0.573,ksuf1m,0.5723,idu3n8,0.564,niq8x2,True
52398927,jsqd5e,0.664,bntrua,0.661,fc6w00,0.6606,gwb2fd,0.6416,dvfxze,0.6353,bntrua,True
435907737,s6vonv,0.595,saje81,0.588,emkpuq,0.5815,jankk1,0.558,cdk0aa,0.558,emkpuq,True
21266902,g33mcz,0.6196,s91f9h,0.6113,cmfb95,0.606,ctnnjq,0.5986,etkys5,0.5913,s91f9h,True
348349508,br8vhe,0.6514,z3nnns,0.6387,p0o819,0.6353,iwb83h,0.629,owl9ko,0.6274,br8vhe,True
406151698,efplpr,0.677,qf0dd7,0.645,d5ujf4,0.612,c1n3yx,0.608,ghu8v0,0.608,efplpr,True
24833770,u1la4s,0.6016,jodkwv,0.5674,foj547,0.557,dmpm2e,0.5547,fviqxa,0.5547,jodkwv,True
25082178,khxfli,0.6597,pylisn,0.6514,qz2vd5,0.6465,l47dr5,0.6426,wz0qxo,0.6406,khxfli,True
50795046,mzypbr,0.683,c86etu,0.6724,bzy909,0.67,d3dar1,0.6226,hjguhl,0.587,c86etu,True
451849756,gexq51,0.6284,faqxij,0.627,k5oj16,0.6216,ecwu9n,0.6104,ko7i19,0.608,gexq51,True
32316605,dvdn00,0.654,kfinl5,0.636,qtjb28,0.5957,w5e3bm,0.5884,sv3fev,0.5864,dvdn00,True
566393697,tdggqz,0.5776,iyprx7,0.5605,d8bota,0.5557,fxiuqr,0.555,fu2fiq,0.5425,iyprx7,True
325156471,ypupqf,0.6313,esdvn4,0.601,iig4py,0.5957,mp8cdu,0.592,ox9jup,0.59,ypupqf,True
44184159,q38frz,0.694,f2l9d4,0.664,fe620g,0.662,icbkr2,0.658,f9exqd,0.656,q38frz,True
380548525,ulv46u,0.5557,ppndtt,0.5156,tamst3,0.505,yu9e32,0.4873,dmmyz6,0.4858,ulv46u,True
19571126,f3ndds,0.6562,ih8rqo,0.6543,vouv7b,0.6206,hhx2dw,0.6113,od4diw,0.609,f3ndds,True
21697931,fz3k3z,0.6562,ec7k9i,0.546,bqtn1t,0.5425,10fueh0,0.535,poyatf,0.5273,fz3k3z,True
394235153,unam7f,0.642,n1ma0q,0.634,oldegu,0.6143,c74pcc,0.614,fjlee1,0.6084,n1ma0q,True
498046922,zcxhij,0.6616,tk9nfn,0.656,kv9okd,0.6406,lk0l2i,0.6353,ilaiof,0.611,zcxhij,True
37241417,pqr0yl,0.6094,dvpnr3,0.5703,hzumd6,0.5522,dx1q0x,0.5522,cuedy6,0.551,pqr0yl,True
25629537,k666vi,0.605,drhfon,0.596,lm9fzy,0.5815,nwj2ug,0.535,oi2dq7,0.529,k666vi,True
378245892,u66ujo,0.641,l47dr5,0.634,kgto99,0.6304,dxupcu,0.6304,eyn295,0.627,kgto99,True
57586070,f4zs1g,0.6157,hy2jau,0.5806,dnnkhy,0.5737,bmsjor,0.5728,eecnht,0.571,hy2jau,True
529398226,cvpa3o,0.531,fflel4,0.521,pllz1p,0.5186,uc8bij,0.5166,x8x9fz,0.514,cvpa3o,True
417480094,e9zm9z,0.54,kyi5ew,0.5244,knwu94,0.5225,ca5gao,0.5215,ejkh6x,0.5205,e9zm9z,True
26713555,p8oo95,0.6426,p5cd6z,0.635,f310u8,0.6196,pawnwh,0.6074,bz1fvy,0.605,p5cd6z,True
580597922,xyzwpx,0.681,w496ul,0.6006,ysryg3,0.588,x44bhj,0.585,dhiyam,0.582,w496ul,True
558226623,eri569,0.585,11d430l,0.5825,jjxj7w,0.573,ful54g,0.5596,eswgls,0.558,11d430l,True
41476832,dougeu,0.622,ftl2ud,0.6206,elvfxn,0.6123,11mq47y,0.605,eoe5bk,0.6045,elvfxn,True
387291881,d3zu12,0.652,bnes0l,0.6343,sv3fev,0.633,ek5ve0,0.616,dvpnr3,0.6133,ek5ve0,True
413107000,f4zs1g,0.639,nr5bdk,0.583,mkvw7q,0.5483,duqh9t,0.5483,bv5qaz,0.5464,bv5qaz,True
23853366,d0097a,0.629,ddisaj,0.6084,gzh2xe,0.599,sbtebu,0.594,fd9ivb,0.59,sbtebu,True
19934833,ca5gao,0.575,ttw6na,0.5635,rlpn6d,0.5625,d03jvh,0.56,j6lsa0,0.5566,d03jvh,True
28823706,hb4vgn,0.7305,pwbq7j,0.5947,ncrw5d,0.5938,kx4n0o,0.569,g22adp,0.5684,kx4n0o,True
520441648,djfue5,0.6665,fmzcu1,0.663,pxqyfz,0.654,hk0hjc,0.6465,q4u0uw,0.641,djfue5,True
269102485,pylisn,0.61,10p9b5c,0.5967,pt28vi,0.5938,sqa9jv,0.587,ujfnkf,0.587,sqa9jv,True
311686982,ussx3u,0.6597,cw8lqh,0.6167,gmujej,0.6157,p3l04s,0.6104,f0e6x9,0.604,f0e6x9,True
577284917,cnd6zp,0.6055,jdbu30,0.578,u2t0w3,0.5527,vpfhl3,0.5464,oah09c,0.5376,jdbu30,True
28754072,f7euuy,0.6475,diqd1n,0.6475,ond2a8,0.643,butx7e,0.624,xdxs7s,0.622,f7euuy,True
36204731,k05r3o,0.6157,mvku1k,0.6133,dxruvn,0.611,j91tgt,0.6055,i08wwj,0.602,mvku1k,True
306861230,cooa6t,0.5747,es5l3v,0.569,zh3pj4,0.56,wf2kbz,0.554,defjio,0.554,zh3pj4,True
55939967,bw5h40,0.6885,nq64x1,0.6323,ewvqi3,0.6226,tslkj7,0.5957,dknu23,0.585,bw5h40,True
546169456,jfei5s,0.5815,f4zs1g,0.5786,f2tp50,0.574,nr5bdk,0.5527,oqqjyh,0.5522,f4zs1g,True
30519164,br415g,0.689,c8qd5f,0.616,jutduc,0.584,wq56ha,0.5728,lmuuch,0.5674,br415g,True
263465293,dudk77,0.681,mrsl3i,0.6167,olmz57,0.6133,cp9f1w,0.612,vqpe07,0.6113,dudk77,True
36244237,opyzkc,0.5493,ezeimv,0.526,bszvzf,0.5244,qk3b9b,0.5083,cpprv3,0.5054,opyzkc,True
416878327,gv0rzx,0.577,k04hb6,0.571,pwo8uz,0.562,jkwliz,0.557,bnwhk2,0.552,gv0rzx,True
519929109,ekkavj,0.6025,euvoax,0.589,f01jja,0.5884,10r7ccg,0.5806,n1mj4n,0.578,ekkavj,True
478543924,kexo9e,0.5327,ji6qek,0.5063,dayrhj,0.483,f3l5qn,0.482,edo9py,0.4812,ji6qek,True
24509472,e6cdni,0.5796,rtcvtm,0.557,od4diw,0.5444,nwj2ug,0.539,pr5z1s,0.5356,e6cdni,True
401396517,dogk2y,0.554,kfopmy,0.548,p4d8a5,0.545,d2irgk,0.5444,gqc9ep,0.533,dogk2y,True
431177021,kfinl5,0.605,ftl2ud,0.5786,f3sfmt,0.5674,bro45u,0.5503,jf1upp,0.5474,f3sfmt,True
449215931,f74cnx,0.644,bzl2ue,0.542,ls4gio,0.5366,i78cxz,0.5337,f0fxtv,0.5337,f74cnx,True
508463090,f4pom2,0.579,es13qi,0.544,gzqnpq,0.543,dhxl2i,0.5425,qgjkgq,0.542,dhxl2i,True
66180673,ctjkix,0.6245,dec9lz,0.621,cooa6t,0.6177,wf2kbz,0.599,c84l0e,0.5967,ctjkix,True
365877750,k2kwy1,0.582,o1qmnq,0.579,bwpgqn,0.5786,dlvuzn,0.5605,okqtgm,0.5586,o1qmnq,True
464230324,k6z96i,0.6963,pkhm4x,0.652,extz1y,0.643,jedw9m,0.63,k5j4ya,0.627,pkhm4x,True
20669324,sv3fev,0.826,ko7i19,0.7393,p215ge,0.696,o0qacv,0.6333,eab1pw,0.631,p215ge,True
38665168,g5h7sk,0.6187,bywejg,0.617,qq895k,0.6104,x26dzx,0.61,n089hv,0.606,n089hv,True
545464790,106izix,0.7007,y5m0ll,0.6714,jo55p4,0.669,frqs0q,0.6685,br4l1e,0.6675,br4l1e,True
55013614,sd4odq,0.607,oo8k9y,0.581,fxhf6k,0.5757,i7zwpo,0.5664,wbf9pu,0.566,fxhf6k,True
387207016,zi93fn,0.5933,lkz7mz,0.5767,fe7ry8,0.556,s1cge1,0.5537,l47dr5,0.5503,zi93fn,True
329967234,mr7ing,0.6543,euj9ji,0.5786,dx1q0x,0.568,y6utgu,0.558,lrvvp1,0.5547,mr7ing,True
412094231,izrtz8,0.676,o5p2p4,0.6733,rqygn5,0.643,d3f5ez,0.6377,brada2,0.625,o5p2p4,True
29489764,eg5pwr,0.6436,e5mjc2,0.5967,xz9jd7,0.5728,siuqib,0.567,qx7o11,0.566,eg5pwr,True
267681820,ux1q0p,0.638,sbwspk,0.635,w2xv1i,0.6313,qf0dd7,0.592,btle3p,0.5884,ux1q0p,True
37548548,iaqd6c,0.577,gwulc3,0.565,k2kwy1,0.563,oy2866,0.5576,eysrv8,0.555,k2kwy1,True
37912220,xp32px,0.6553,jsqd5e,0.648,mesgr7,0.6465,qoq5fl,0.637,i08wwj,0.6357,xp32px,True
586426048,v4jppj,0.6577,dxx0vh,0.6235,jwy9n3,0.618,ciml9c,0.6177,i0tmwh,0.615,dxx0vh,True
39096125,l82r19,0.507,e57dh5,0.4966,k7fdlu,0.485,gdo9qp,0.4778,erpsyw,0.4646,l82r19,True
28431865,dmincl,0.646,g1xyfe,0.6284,mzypbr,0.6157,m8vmht,0.6104,cdaqy0,0.5977,m8vmht,True
283611215,oeamyj,0.6787,fxiuqr,0.653,r2j9gd,0.6455,10x4bmd,0.628,i9scj3,0.627,oeamyj,True
323307269,mzypbr,0.6177,tki899,0.6074,dslalu,0.599,z0a085,0.59,p71qoj,0.583,z0a085,True
547337529,g23hne,0.6553,f6vq0j,0.653,qg9m4w,0.648,z6yn7l,0.6436,v4b7yn,0.6426,f6vq0j,True
513435931,tjhl7t,0.7017,ef9mii,0.5947,k2f8c7,0.5806,wf2kbz,0.568,lm5klo,0.5615,tjhl7t,True
20566600,v1effl,0.642,n2zu8q,0.638,fas8m9,0.629,wsauam,0.628,qwwszf,0.617,qwwszf,True
269923468,k6yuc4,0.6675,dzaeed,0.6494,sv3fev,0.6484,eugi1l,0.6304,dgya96,0.623,eugi1l,True
267245520,f52owd,0.6147,dk3paa,0.6143,f7kxtt,0.595,e1l1jf,0.591,hk7g50,0.583,e1l1jf,True
413057503,11mq47y,0.5835,fdd292,0.5815,tyfp0z,0.5625,ia6j82,0.5415,g8lhgy,0.5405,tyfp0z,True
268535116,d37jh6,0.579,i5q2nw,0.567,qfw8gp,0.5596,d2utvk,0.5474,c82v6i,0.542,d37jh6,True
282880854,n25wn2,0.619,o2a8vl,0.6055,gvm90c,0.6035,fa8sb7,0.6035,ll73cb,0.596,ll73cb,True
34113721,gz8fsf,0.699,ebzxhr,0.641,jz7yj6,0.627,c8yux6,0.6226,emxl8w,0.6167,c8yux6,True
275327427,lm9fzy,0.6465,vd0hq2,0.5376,defjio,0.5244,wf1xpl,0.5137,hten8k,0.4854,lm9fzy,True
571118812,qu9j5k,0.6567,i4x2uh,0.6323,kdvbmm,0.63,cl3ip1,0.6294,h7tnxm,0.625,h7tnxm,True
21480874,wf2kbz,0.5513,cooa6t,0.5513,drgu7w,0.4915,c3nrot,0.472,phwolj,0.4673,wf2kbz,True
439714648,ddarbz,0.7095,do0wzt,0.6846,js8jl6,0.6626,czpv1t,0.6553,de5qjq,0.6514,js8jl6,True
19745969,fedxib,0.673,epq8yg,0.6665,p9qbme,0.65,qf7q9z,0.642,esvf7a,0.64,p9qbme,True
20795555,sv3fev,0.7363,ko7i19,0.6787,n2xv89,0.624,p8oo95,0.62,o0qacv,0.606,sv3fev,True
39847047,eirnvt,0.698,cayr0c,0.6616,q8rffc,0.6074,lzjp7l,0.6025,ek0my6,0.6,cayr0c,True
51554919,d5tdz1,0.6875,121psas,0.6855,jk6tfh,0.6567,dkq7dq,0.6533,eqkln1,0.6445,jk6tfh,True
28483975,cnj1v5,0.6445,gdoj1f,0.6436,sgwldi,0.641,ia90b7,0.639,bpuqub,0.6304,bpuqub,True
47506591,dxupcu,0.7256,u66ujo,0.7017,wfvueo,0.6978,qoosr7,0.67,tbvnoo,0.6606,wfvueo,True
20102967,u66ujo,0.6445,uypjie,0.641,dw0hr0,0.602,n15var,0.5986,v75klb,0.593,n15var,True
47438818,11fhih0,0.6787,gl7hpf,0.667,i08qit,0.6523,hk2a0s,0.6494,jozn8q,0.649,gl7hpf,True
38624602,oh6wtx,0.628,qkdm7a,0.628,gz8fsf,0.618,wtgeia,0.6177,10sjttd,0.6055,10sjttd,True
31451109,jj8rh0,0.599,dzf87i,0.5864,caa89o,0.5854,csykyo,0.5786,g1932l,0.577,jj8rh0,True
482230862,ko7i19,0.659,eqbg0v,0.6416,eiyio1,0.617,vyijg2,0.6143,oayvby,0.606,oayvby,True
393869705,jofv7u,0.592,e4a8td,0.592,eg9apf,0.5874,bzbuqj,0.582,g3d4s1,0.575,e4a8td,True
29748492,groalj,0.6265,m3lppb,0.6196,ftl2ud,0.619,eoe5bk,0.6147,hu3rrl,0.61,eoe5bk,True
511056111,uhdlo9,0.703,cful5r,0.6875,r3fprl,0.681,cwx4cm,0.6743,ewtgrt,0.674,cful5r,True
450102328,doitg1,0.6094,dt7vys,0.6006,ddv4rk,0.583,dkxmrp,0.5713,de9l3x,0.5576,doitg1,True
428597677,z6zcc0,0.6606,g23hne,0.66,eo4ksx,0.6577,dqun25,0.6543,volbr0,0.649,eo4ksx,True
457615630,ezxf6h,0.6406,czv4jh,0.6377,jfwxid,0.6343,d37pf5,0.62,nbrymr,0.619,nbrymr,True
289780069,f9mhha,0.6523,uypjie,0.648,qe2anm,0.6255,hl216a,0.6133,c4l3vz,0.612,qe2anm,True
586404169,bzyvic,0.71,d3zig2,0.709,bwu3tj,0.701,faqxij,0.6973,pzed51,0.69,bzyvic,True
267667904,cv142k,0.7095,f40rdg,0.6953,nakm60,0.695,nm8gc7,0.6865,u701jb,0.6807,nm8gc7,True
47576954,gvm90c,0.605,oh19b5,0.6006,fa8sb7,0.5996,c6criq,0.5947,gon50b,0.5933,gon50b,True
31481067,fkc1ol,0.637,bytmlm,0.6123,fy3eis,0.5835,nl5qak,0.581,n4w8xo,0.5786,fy3eis,True
29593231,c5o7gi,0.6675,yzqq0s,0.661,c1zwdo,0.638,djt46e,0.635,x5pnpm,0.634,c5o7gi,True
66219927,eltnja,0.617,nalh69,0.6,e37asd,0.5957,gcxr1g,0.5938,oehmck,0.579,e37asd,True
381670850,yu9e32,0.524,cqddgx,0.5024,uhdlo9,0.4949,cowmxc,0.4934,ezzgpg,0.491,yu9e32,True
23537690,e7zckq,0.6094,qmldm0,0.6094,obggdx,0.6074,exzkdm,0.606,dzaeed,0.6045,obggdx,True
386465556,fs8n4n,0.5947,cowmxc,0.5684,diq1m1,0.562,ebahr9,0.543,ddarbz,0.539,diq1m1,True
408387532,h7kmxc,0.595,dlv8v6,0.581,q039ka,0.565,eqozlh,0.559,eyr65g,0.5522,dlv8v6,True
422205390,uq2s2w,0.603,co1pg9,0.5923,fd1c25,0.592,c16bjb,0.588,tsyllw,0.5796,uq2s2w,True
305824365,unam7f,0.5874,ch3n5a,0.572,cwx1b4,0.5703,11uw8gv,0.5615,mw4ai7,0.558,ch3n5a,True
67461328,xp76vr,0.6133,tbd6ei,0.6094,euvoax,0.587,gtjszy,0.587,hqyjz6,0.579,tbd6ei,True
325940750,e2mfdg,0.659,llyjut,0.657,vrhiny,0.644,mll58a,0.6333,u4i0pz,0.6255,e2mfdg,True
348958845,ucma9j,0.661,q4u0uw,0.6147,isdiqk,0.6016,vj9t0f,0.6006,n4b2uf,0.596,ucma9j,True
443617048,g1futn,0.61,irfek3,0.604,z3nnns,0.595,ex16mo,0.5947,kn2oqg,0.592,g1futn,True
319698827,dptw19,0.613,hiaput,0.603,m4ll2e,0.5835,ckwgxf,0.576,n4hrmm,0.571,n4hrmm,True
19820210,h0hiv1,0.666,puy4xx,0.658,jfdo4v,0.593,i3auso,0.5903,pn8zgi,0.586,puy4xx,True
597124005,dn87zg,0.64,1185gk4,0.6333,ty1xdz,0.625,e3zdv6,0.6147,guozeq,0.6084,guozeq,True
446634630,fdd292,0.667,y7khvm,0.6016,r4dk15,0.5986,he5jid,0.5913,fy5v9d,0.5903,fy5v9d,True
19603089,ttw6na,0.705,dfnxgn,0.672,i60k7z,0.624,fsaadc,0.622,u7te9f,0.6216,i60k7z,True
358068960,l94vpf,0.6104,rn673z,0.598,ep1v3i,0.595,jn6kul,0.5913,ysryg3,0.5874,rn673z,True
505382502,cr58op,0.658,ncrw5d,0.6123,vj1qmo,0.6104,ehi5jz,0.594,zxjkvd,0.574,ncrw5d,True
28035124,vxu3ox,0.6333,dt6wcx,0.63,eg10cw,0.602,lkrkue,0.588,dal8lm,0.584,vxu3ox,True
267262352,cooa6t,0.649,kfinl5,0.6396,c3nrot,0.611,ca9ixw,0.6064,l07jhb,0.6016,cooa6t,True
305139458,dzaeed,0.6924,c5m8hv,0.675,exzkdm,0.667,cgdhen,0.6606,eqv6yq,0.6504,c5m8hv,True
54307369,f0m5dz,0.642,ircuro,0.627,l5jc8j,0.62,jrzh6g,0.613,u4ycsh,0.61,f0m5dz,True
322992699,fhng10,0.6265,ex27dj,0.6255,li0d6r,0.619,ez26ag,0.5923,gxjcpm,0.5703,fhng10,True
283905507,n4cjcf,0.6816,bjxhp8,0.664,dxgwaf,0.6357,nuzyht,0.6353,bq7dgq,0.622,n4cjcf,True
334892828,pr3frz,0.4753,glheos,0.471,gsxyu5,0.4656,jdxbqd,0.4631,mr9md5,0.459,mr9md5,True
302426614,c799dm,0.6133,dcqf2l,0.5825,emos1k,0.5767,cwn96b,0.5635,tpwpbl,0.554,emos1k,True
41361445,oel1m2,0.6963,emxl8w,0.619,cki88q,0.6177,o4jzqv,0.6167,ea8wne,0.615,oel1m2,True
580269483,wq56ha,0.68,c8qd5f,0.647,tslkj7,0.637,c2zq9s,0.62,dknu23,0.6074,c2zq9s,True
280743494,10ra4f9,0.724,rej71p,0.716,bqx9bm,0.706,zg948c,0.6997,rf67m1,0.682,bqx9bm,True
54889419,edo9py,0.6924,c45o6m,0.634,kexo9e,0.627,eqozlh,0.626,gnlcnj,0.626,c45o6m,True
32171411,f8t1zt,0.5576,faqxij,0.5063,gzvvwn,0.4949,mvu5iq,0.4905,e73dfm,0.4895,f8t1zt,True
397824565,l5mnm2,0.615,hqyjz6,0.611,ecwu9n,0.59,en7dvb,0.588,etcbc2,0.583,ecwu9n,True
366308089,xz9jd7,0.6685,siuqib,0.6025,eyn295,0.597,e5q7kz,0.5938,gsujmz,0.5933,gsujmz,True
548120818,fnwzjq,0.611,117m5pj,0.5913,juaddc,0.5654,pata6u,0.5586,i3t6jn,0.551,fnwzjq,True
365261939,drhfon,0.613,c84l0e,0.552,phwolj,0.5435,od4diw,0.533,en7dvb,0.5327,c84l0e,True
413375753,gcxr1g,0.546,dxupcu,0.545,10w56el,0.5356,n0ngby,0.534,u66ujo,0.53,dxupcu,True
417112990,j8wknh,0.641,civtrp,0.629,hkf67c,0.6284,uf0xxq,0.6216,t00il7,0.6216,hkf67c,True
267746217,qmywhq,0.6562,cgdhen,0.655,t7vida,0.652,x8mgff,0.639,io4cct,0.6357,t7vida,True
35973048,xsfm5y,0.6367,dt0x46,0.585,tw4vf5,0.575,de57xu,0.57,v9ponj,0.5664,xsfm5y,True
68567974,fljdwo,0.581,zxgpn3,0.566,e1a66d,0.557,rg06gj,0.5522,erpsyw,0.55,e1a66d,True
31195972,f9akr1,0.633,c7houq,0.607,pzed51,0.604,bw13nh,0.604,bpyxcr,0.603,f9akr1,True
48704321,nwj2ug,0.6,pqegi6,0.5967,gudnm2,0.5913,gffoey,0.59,y6utgu,0.59,gudnm2,True
475066451,cnd6zp,0.6733,u2t0w3,0.624,e43wd2,0.5674,hfp1u5,0.563,d6uuzm,0.558,u2t0w3,True
505629130,llwnv5,0.6,bkclcg,0.598,psdx9b,0.591,uk8l01,0.589,pirghz,0.585,bkclcg,True
35445327,x26dzx,0.628,drhfon,0.6113,gsf0g4,0.6035,i2aa7k,0.5938,ygj3h7,0.5923,i2aa7k,True
595070222,dcqx3r,0.702,yey112,0.6963,wyjhpf,0.6733,siltyw,0.6724,hlfhxm,0.667,dcqx3r,True
269250225,k00c9x,0.6123,s7ahbm,0.571,xp76vr,0.5596,il95gw,0.5483,ygj3h7,0.5435,il95gw,True
363067104,jh79np,0.6045,fnncvi,0.58,lx67rq,0.5757,gopo12,0.574,epq8yg,0.574,gopo12,True
21000722,ey2sr0,0.68,dxzhey,0.68,c4bv44,0.666,f92tk4,0.6655,djzuku,0.663,c4bv44,True
381766757,dxgwaf,0.611,duvgd7,0.5947,voarda,0.5864,fqe1tt,0.584,h8nm2z,0.5737,fqe1tt,True
485879434,eef18m,0.684,rgfoj0,0.6416,cbbzeq,0.6367,csz17w,0.635,bk9k9u,0.6313,cbbzeq,True
348156735,syr86h,0.5894,bz2bca,0.5728,eqozlh,0.5684,hyud07,0.564,etcbc2,0.5605,syr86h,True
22237839,guitep,0.6157,k00goe,0.6035,c1n3yx,0.5767,rhhiaf,0.575,i7ob0o,0.5596,guitep,True
62620484,k6yuc4,0.6533,ezga9c,0.6255,cljs97,0.6235,x2cbro,0.6064,f4rkk4,0.603,f4rkk4,True
51979152,j8wknh,0.6035,c3ekne,0.6035,elolec,0.602,j4yvf6,0.5894,eef18m,0.5884,elolec,True
41641359,10z5fo3,0.548,g8lhgy,0.52,uhxnab,0.518,f4nehr,0.513,bytmlm,0.4954,10z5fo3,True
54811907,kfinl5,0.5557,pdegvz,0.5513,hu3rrl,0.551,dougeu,0.5503,fky15o,0.55,fky15o,True
569191455,olu7hc,0.5933,dirv3z,0.5854,rxyded,0.577,pyhao9,0.5747,cm3q0d,0.574,dirv3z,True
56678635,bz1fvy,0.593,csprs6,0.5845,bnwhk2,0.5767,pwo8uz,0.5728,tnwd5e,0.5684,bnwhk2,True
267159313,f5b44k,0.67,q9pdro,0.6396,ezga9c,0.633,esd11m,0.6245,ddq964,0.618,ezga9c,True
351617245,z9iy61,0.6704,bpprx7,0.666,uvf8yg,0.665,g3d4s1,0.6606,dvfuqk,0.6597,z9iy61,True
28673325,rf5dvt,0.513,xal0rh,0.504,by5j63,0.4912,m7covp,0.4878,1142cun,0.4866,xal0rh,True
494217294,ugt43a,0.6064,qxxdah,0.5596,df48i1,0.52,n3t5xj,0.512,eo57g9,0.5107,ugt43a,True
420801878,d55g23,0.592,i0tgrq,0.5815,br6c3k,0.5776,il86cz,0.573,u6853u,0.57,i0tgrq,True
65417283,kh67m2,0.621,nlpejw,0.6196,cj14gj,0.593,od4diw,0.593,sxq0x5,0.5913,kh67m2,True
472174525,cizzua,0.6245,vd0hq2,0.574,cgflj1,0.561,ml36er,0.559,mkwdl7,0.548,cizzua,True
25755979,clu8xl,0.661,cu0wvw,0.618,wtgeia,0.61,bpmngc,0.608,e5vdkl,0.6045,clu8xl,True
372942903,f310u8,0.638,dvfxze,0.619,zeo9ra,0.614,hicvf3,0.6123,p8oo95,0.607,hicvf3,True
434828045,quze3t,0.611,nevb85,0.6045,vf0d65,0.604,dexmyw,0.599,tyr82v,0.594,vf0d65,True
19783494,edrt5u,0.555,do9ofl,0.5454,t7zhua,0.5137,ogc2dt,0.511,10kzzwn,0.501,edrt5u,True
62456947,x73fb0,0.6343,vx6kiz,0.6143,bkv7rr,0.6123,duxz2a,0.605,j9q9hl,0.605,vx6kiz,True
465190065,lp9mfa,0.605,fx7lyg,0.5933,nwj2ug,0.563,wuve6a,0.563,lx67rq,0.5557,lp9mfa,True
33919932,f7kxtt,0.6206,huxp1p,0.603,mwmiyh,0.603,w7i7oj,0.5933,phwolj,0.5884,f7kxtt,True
576621971,nuq9zo,0.5693,ibmcx8,0.5347,iq66mv,0.5347,fq38p1,0.534,jh79np,0.5312,ibmcx8,True
582937370,rg06gj,0.6123,wphqwx,0.6113,kexo9e,0.6006,hwbylv,0.5967,erpsyw,0.593,hwbylv,True
515569858,10bwess,0.593,ic5fwb,0.5786,103f0z4,0.575,jvljxf,0.5723,es05vp,0.5703,jvljxf,True
344973716,groalj,0.579,q15g6r,0.578,de3lgp,0.5737,elam1o,0.567,fogeeb,0.5645,fogeeb,True
47651318,qlihy1,0.5933,fljdwo,0.592,kexo9e,0.5825,zxgpn3,0.5815,cuyxt7,0.5693,qlihy1,True
266429882,ze7mj3,0.7363,cu1zy9,0.7354,c5hdbz,0.7007,k6yuc4,0.6665,n8tl5l,0.646,cu1zy9,True
24802029,yegz6w,0.6323,by5d26,0.6064,n2u6la,0.6016,ywt3kc,0.5947,txgyon,0.59,yegz6w,True
437469858,cmnurs,0.6333,10pvol8,0.608,ikyyzx,0.6035,d3zig2,0.6006,11hcncc,0.597,cmnurs,True
22066721,hw2hkh,0.6265,f1zaau,0.596,uqnazl,0.581,fzp4qe,0.5796,dhooq6,0.575,f1zaau,True
443414127,ej98h5,0.641,huv4fc,0.583,x6t3e8,0.579,t5a57f,0.5786,g6r2u9,0.577,ej98h5,True
474118634,fb4wcw,0.6465,pwo8uz,0.6367,bz1fvy,0.6284,f73ag4,0.627,k8galz,0.6265,fb4wcw,True
474002403,ewt6rr,0.5884,rxm6um,0.567,euvoax,0.5596,u4i0pz,0.5547,figao3,0.5493,euvoax,True
21558518,v34q3k,0.697,pssm3s,0.683,khqqn2,0.6826,f7413s,0.6763,igpw3d,0.676,pssm3s,True
457816146,nr5bdk,0.63,qk9iaw,0.6255,w77jrc,0.618,qa6280,0.6157,gd701n,0.615,qa6280,True
59844035,fbj2ku,0.6655,qoienl,0.6426,eli3oc,0.6416,fedxib,0.6343,c5hdbz,0.6235,fedxib,True
296493768,hdhayw,0.69,l5xdec,0.6787,je5lx4,0.6484,dmdcsg,0.6396,f6k6lt,0.637,l5xdec,True
36135749,bqw61j,0.573,f1rfb9,0.572,j5fw1p,0.572,iad3zy,0.5664,iaqd6c,0.5654,bqw61j,True
370049339,fa6uqz,0.708,pylisn,0.6772,t7nr4x,0.675,wjv4ec,0.6665,qmywhq,0.6587,fa6uqz,True
20067312,unam7f,0.5796,eltnja,0.5723,ev9bf5,0.554,s001i1,0.5454,ceo0xl,0.542,s001i1,True
24478811,czpv1t,0.6025,d3zu12,0.592,p9h0va,0.5913,bxm0da,0.5835,i8jipo,0.582,p9h0va,True
27313712,d7zcz3,0.5205,rmhdbc,0.5186,ow9fdo,0.501,da5ilp,0.4905,kb3tv3,0.483,ow9fdo,True
39130111,dfnxgn,0.6934,k6yuc4,0.6665,pycqu0,0.64,ze7mj3,0.635,del334,0.62,ze7mj3,True
359854851,r8n2j5,0.64,ex16mo,0.639,ijs71e,0.637,p0o819,0.6357,ea737c,0.635,r8n2j5,True
457248339,kfinl5,0.63,e1kc9z,0.609,vhpl4f,0.6084,g33mcz,0.6035,cts6v0,0.5947,vhpl4f,True
296950787,wn9n7i,0.6265,hh50qx,0.624,culajl,0.558,ci3arl,0.554,nwj2ug,0.5464,hh50qx,True
408586603,lc30k1,0.632,erpsyw,0.5537,d4d7hw,0.5347,t389ms,0.527,eqozlh,0.514,lc30k1,True
48617940,bpmhbh,0.7153,g1mndl,0.713,rx60zz,0.6997,cnxtkl,0.6914,we1jlu,0.69,bpmhbh,True
323803800,vznfvh,0.6636,zz836c,0.628,vsg9c4,0.6167,v1r11c,0.616,p60nxc,0.6104,vznfvh,True
306039401,jh79np,0.6147,epq8yg,0.6035,hhicdo,0.5977,f6q7ev,0.597,iadrem,0.5947,hhicdo,True
595883529,p8oo95,0.755,f310u8,0.7207,j5z1d4,0.658,fdamyv,0.648,etlm3b,0.6465,fdamyv,True
